,PDE1C,NSD1,ST6GAL2,,GALNT14,,PIK3CG,,HPSE,SCP2,MET,ARAF,BAK1,GNL3L,KPNB1,SUPT5H,ACOX1,,BRCA2,ERBB2,PAK2,FGFR4,EFNA1,ERBB3,EDNRA,ADORA2A,GNAQ,NFKB1,NFKB1,IGF1R,PIK3C2A,PIK3CB,EGF,GPR156,MYC,ITPR3,ANAPC5,,SP1,ITPR1,UBQLN1,GALC,EPS15,ITGAV,LRP5,COL9A2,IGF1,NFKB1,IRS1,NRAS,,HIPK2,TPM3,AGTR2,GNAS,RSPO1,TLE1,RBL1,EPHB2,PRKCG,PIK3R4,ID1,DOCK1,FN1,ITGAL,LMO7,MAP3K5,GNAS,JAK3,ITGB2,PIK3R5,XIAP,NRAS,IL9R,ITGA1,PLCG1,PDPK1,PPP3CB,MAP2K3,ASAP1,PIK3CD,RHOA,,GUCY1A2,PLCB4,ATP6V1B2,NRAS,GABRB2,PLA2G4D,GNAO1,HTR1A,GABRG2,ITPR1,NOS1,P2RY1,ITPR2,PIKFYVE,IRS1,KCNMA1,KRAS,PLA2G4C,PGR,HSPA2,KIT,RAF1,ATP1A2,MYH6,PRKAA1,PLA2G4D,ITPR3,PIK3R2,LDLR,EGFR,LDLR,ITPR1,MAPK1,CACNA1B,JAK2,EGFR,IGF1,ACACB,,SGK1,ATP2B4,KCNMA1,SLC9A4,ITPR3,PRKCB,COL9A3,ATP1A1,,PLCB1,PIK3R4,DNAH6,RELA,PRKACB,GABRG1,GRIN2A,SHC4,ABL1,MTOR,DYNC1I2,IRAK1,PIK3CD,,LAMA2,LAMA3,ITGAX,MYC,JAK3,PTK2B,COL6A6,ETS1,IL6ST,ZFP90,JAK1,IKBKB,COL4A4,IGF1,FN1,SIRT1,EGF,POLK,PIK3CB,PIK3R1,PIK3CD,PLCG1,INSRR,,FZD5,PIK3CD,,PIK3CB,PIK3R2,ITGA3,PIK3CD,IGF1R,SMAD2,ARAF,PDGFRB,PDGFRB,NFKB1,ITGB8,ITGA9,ITGA3,HSPA8,NFKB1
,PDE2A,SUV39H1,ALG10,,COLGALT1,,PI4KA,,ME3,ELOVL4,NF1,JAG2,BCL2L1,HEATR1,KPNA3,BST2,PCK1,,USP1,ERBB3,PAK3,MRAS,EFNA3,ERBB4,EDNRB,CREBBP,GNG7,NFKB2,NOS2,IKBKB,PIK3C2B,PIK3CD,EGFR,DRD1,ATM,ANAPC5,PML,,TFE3,KRAS,HSPA2,SLC17A5,FGFR2,ITGB1,NRAS,COL9A3,IGF1R,NRAS,KRAS,PRKAG2,,ITPR1,TPM4,AKT2,PLA2G4D,APC,TLE2,ROCK1,EPHB3,MAPK1,MYLK4,ITGB2,EGF,NPNT,ITGAM,SMAD3,RAB8A,GRM1,JARID2,KLKB1,FYN,HSP90AB1,PAK1,IL12RB1,ITGA2,PPP3CA,PIK3CA,PPP3CC,RAC1,PIK3CA,PIK3R1,ARHGAP5,,ITPR1,PPP1CB,SLC17A6,NTRK1,GABRB3,GRIA1,GNAQ,HTR1E,GABRG3,ITPR2,NRAS,P2RY4,ITPR3,F2,ARAF,KCNN3,MAP3K1,BMP15,PIK3CA,HSPA6,KRAS,CCND1,ATP1A3,MYH7,PRKAA2,GUCY1A2,PCK1,PRKACB,LIPE,AKT2,PBX1,ITPR2,RAF1,CACNA1D,KRAS,AHR,IRS1,ACADM,,PIK3R3,PLCB2,ATP1A1,MYLK,KCNMA1,SI,COL10A1,ATP1A2,,NCSTN,ATXN1L,DNAH8,BDNF,PRKCA,GABRG2,GRIN2B,MET,FYN,TAB3,DYNC1LI2,ITGA4,PIK3R1,,LAMA3,LAMA4,ITGB2,NFKB1,EIF2AK4,PLCB1,CREBBP,ETS2,ITPR1,ZNF480,JAK3,IRAK1,COL4A5,IGF1R,ARHGEF12,ZFPM2,EGFR,PIK3CA,PIK3CD,PIK3R2,PIK3R1,SHC3,AR,,FZD3,PIK3R1,,PIK3CD,PML,ITGAV,PIK3R1,ARAF,SMAD3,JUP,PDHA1,PDPK1,NRAS,LAMA2,ITGAV,ITGA4,HSP90AB1,NOS3
,PDE3A,PRDM2,B4GALT3,,ST6GAL2,,PI4KB,,ADCY3,ELOVL6,NRAS,KRAS,REV3L,RBM28,KPNA4,XPO1,PDPK1,,PALB2,ERBB4,PIK3CA,RGL1,EFNA4,PTK2B,AKT2,CREB3L4,CXCR3,PLCG1,NOS3,IL7R,PIK3C2G,PIK3R1,AKT2,DRD2,ORC1,PGR,DET1,,TP53,LAMP2,HSPA5,LAMP3,FGFR4,ITGB2,ATP6V1H,COL6A6,INSR,NTRK1,NFKB1,PIK3CA,,ITPR2,UQCRFS1,PLCB1,GUCY1A2,RSPO2,TLE4,RPS6KB1,EPHB4,SPHK2,ITPR1,GDF6,EGFR,COL6A5,ITGAV,SMAD4,MSN,GRM5,KRAS,KNG1,GNAI3,IFI16,PIK3CA,IL12RB2,ITGA2B,PPP3CB,PIK3CB,PRKCB,RAF1,PIK3CB,PIK3R2,MMP2,,ITPR3,PPP3CA,SLC1A1,NTRK2,GABRE,GRIA2,GNG7,HTR1F,GAD1,ITPR3,PLA2G4A,PDE1A,KNG1,SPATA13,KRAS,ATP1A1,MAP3K3,,PIK3CB,HSPA8,MC1R,RELA,ATP1A4,ATP1A1,PRKAB2,MYLK4,PDE3B,PRKG1,ATP1A1,PLCB1,PLCB2,ITPR3,TRPC1,CACNA1E,SMAD2,FH,ITPR1,IKBKB,,,PLCB3,ATP1A2,ATP1A1,RHOA,SLC2A2,COL11A1,ATP1A3,,SLC39A14,RBPJ,DNAH9,CREB3L2,PRKCB,GABRG3,GRIN2D,PIK3CA,TAB3,TECPR1,DNM2,ITGA5,PIK3R2,,LAMA4,LAMA5,JAK1,NRAS,MSN,ARHGEF12,CSNK1A1,FDPS,ITPR2,ZNF534,MYC,ITPR1,COL4A6,ITGAM,MTOR,MTOR,AHR,PIK3CB,PIK3R1,PLD1,PIK3R2,PLCG2,ARAF,,AXIN1,PIK3R2,,PIK3R1,PPARD,ITGB1,PIK3R2,JAG2,SMAD4,KRAS,PFKL,PIK3CA,PIK3CA,LMNA,ITGB1,ITGA5,HSPD1,PDGFB
,PDE3B,COLGALT1,,,OGT,,PLCB2,,MAN1A2,ELOVL7,PDGFB,SHC4,BRCA1,NAT10,TNPO1,CPSF7,ACSL5,,RMI1,AKT2,PIK3CB,FLT1,EGF,FGF5,PLCB1,ADRB1,GRK4,PLCG2,SERPINE1,INSR,PIK3C3,PIK3R2,F2,DRD5,ORC2,PLK1,UBA6,,ATG9A,RAB8A,HSPA6,GUSB,RAB11FIP2,ITGB3,PDPK1,ATF2,IRS1,PDPK1,NRAS,PIK3CB,,ITPR3,CACNA1D,ATP1B4,MYLK4,RHOA,MAML2,SMURF2,UNC5B,PTGS2,ITPR2,SMAD2,ELK1,GP1BA,ITGB1,MET,MYH9,GUCY1A2,LIFR,SERPINC1,GNAQ,IKBKB,PIK3CB,IL13RA1,ITGA3,PPP3CC,PIK3CD,MAPK1,MAP2K4,PIK3CD,MAPK1,MMP9,,KCNJ3,PPP3CB,SLC1A2,NTRK3,GABRG1,GRIA3,ITPR1,HTR2A,GAD2,KCNJ3,PLCB2,PDE1C,ASIC1,FGD1,LIPE,ATP1A2,MAP3K4,,PIK3CD,HSP90AB1,KITLG,SHC1,ATP1B1,ATP1A2,PRKAG1,ITPR1,PRKAG2,PRKG2,ATP1A2,GNAI3,PLCB3,JUND,TRPC4,HKDC1,SMAD3,PLCB1,ITPR2,IRAK1,,,PLCB4,ATP1A3,ATP1A2,RAB8A,SLC5A1,COL12A1,ATP1A4,,BACE1,ITPR1,DVL2,SLC18A2,PRKCG,GNAI3,GABRQ,PIK3CB,CYFIP2,TBK1,AKT2,ITGB1,PLCB2,,LAMA5,LAMB1,JAK2,OAS2,MX2,MTOR,TICAM1,XIAP,ITPR3,ZNF578,NEDD4,ITPR2,CREBBP,JUP,GAB1,ABL1,AKT2,PIK3CD,PIK3R2,PLD2,MAPK1,PRKCA,KRAS,,AXIN2,MAPK1,,PIK3R2,MAPK1,LAMA2,PLCG1,KIT,MET,SHC4,PFKM,PIK3CB,PIK3CB,MYBPC3,ITGB3,ITGA7,APOB,PIK3CA
,PDE4A,EHMT1,,,GALNT4,,PLCB3,,UGT2A1,ACSBG2,PDGFRA,MMP2,TOP2A,LSG1,IPO5,ELL,PPARA,,BRIP1,MECOM,PIK3CD,FLT3,EGFR,FGFR1,ATP1B4,ADRB2,GRK5,PRKCB,PDHA1,IRS1,PIK3CA,PLCB2,PTK2B,AGT,ORC5,PPP1CB,UBE2W,,TFEB,EIF2AK4,HSPA8,IDS,EPN2,ITGB5,ATP6V1A,CSF1,LEPR,PIK3CA,PRKAG2,PIK3CD,,KRAS,CACNA1F,PIK3R5,ARAF,PRICKLE3,NUMB,BMP2,SEMA3D,PTK2,ITPR3,SMAD3,ERBB2,GP5,ITGB2,LEF1,MYH10,HTR2A,SMAD2,SERPINE1,GNAS,ITPR1,PIK3CD,JAK1,ITGA4,MAML3,PIK3R1,PTPN6,SYK,PIK3R1,MAPK9,MSN,,NOS1,PPP3CC,SLC1A3,PDPK1,GABRG2,GRIA4,ITPR2,HTR2C,GLS,KIF5A,PLCB3,PLCB2,NTRK1,FGF5,SHC4,ATP1A3,MMP2,,PIK3R1,KRT27,MITF,SLC2A2,DUOX2,ATP1A3,PRKCQ,ITPR2,PDHA1,PTGER3,ATP1A3,GNAO1,PLCB4,RHOA,TRPC5,IRS4,SMAD4,GNAI3,ITPR3,ACADVL,,,PRKACB,ATP1A4,ATP1A3,ATP1A1,CACNA1D,COL13A1,ATP1B1,,MTOR,ITPR2,DVL3,PPP1R1B,CREB3L2,GNAO1,SLC17A6,PIK3CD,GNA12,HCLS1,TAB2,RHOA,PLCB3,,LAMB1,LAMB2,RHOA,OAS3,NFKB1,GNA12,CREB3L4,ICAM1,JAK1,ZNF418,NFKB1,ITPR3,CRKL,LYL1,GPC3,FOXP1,ESR1,PIK3R1,PRCC,MAPK1,BAK1,PRKCB,MMP3,,FZD1,PDGFC,,SHC3,RAF1,LAMA3,PLCG2,KRAS,MYC,LRP5,PFKP,PIK3CD,PIK3CD,MYH6,ITGB4,ITGA9,ICAM1,PIK3CB
,PDE4B,KMT2D,,,B4GALT3,,PLCB4,,LIAS,ACOX3,PDGFRB,MMP9,TOP2B,UTP6,NCBP1,TRIM5,PPARD,,ATRIP,FGF5,PIK3R1,FLT4,EPHA2,FGFR2,PIK3R5,DRD1,HCK,PRKCQ,PFKFB3,ARAF,PIK3CB,PLCB3,MRAS,AGTR1,ANAPC5,PPP2CA,FBXW7,,ULK1,NRAS,HSP90AB1,IGF2R,IQSEC2,LAMP2,ATP6V1B1,CSF1R,LIPE,PIK3CB,PIK3CA,PIK3R1,,SMAD2,CACNA1S,GNAI3,ITPR1,LRP5,KAT2B,BMP4,FES,PXN,KRAS,SMAD4,AKT2,LAMA1,ITGB8,NLK,NEDD4,HTR2C,SMAD3,SERPINB2,GP1BA,ITPR2,PIK3R1,JAK2,ITGA5,PRKCQ,PIK3R2,RAC1,BTK,PIK3R2,MAPK10,NCF2,,PER1,PRKACB,SLC1A6,PIK3CA,GABRG3,GRIK1,ITPR3,HTR3A,GLUL,KIF5B,PLCB4,PLCB3,TRPV2,FGFR1,NRAS,ATP1A4,MMP14,,PIK3R2,ITPR1,NRAS,STAT1,SLC26A4,ATP1A4,MAPK9,ITPR3,PFKFB1,PTGS2,ATP1A4,GNAS,PRKACB,LRP5,CACNA1D,PIK3R3,MMP2,GNAQ,JAK2,LBP,,,PRKCA,ATP1B1,ATP1A4,ATP1A2,HKDC1,COL15A1,ABCB1,,SLC39A6,ITPR3,DNAH12,RGS9,SLC18A2,GNAS,CACNA1A,PIK3R1,MYO1H,PIK3R4,FLNA,LCP2,PLCB4,,LAMB2,LAMB3,LAMP2,CLDN11,OAS2,GNAI3,CTNNB1,IKBKB,JAK2,ZNF417,NFKB2,KRAS,CSF1R,MAF,ANK1,GLS,FGF5,PIK3R2,MAPK1,MAPK9,RAF1,PRKCG,MMP9,,FZD4,BAK1,,MAPK1,CCND1,LAMA4,PRKCA,SHC4,NFE2L2,SMAD2,PIK3CA,PIK3R1,PIK3R1,MYH7,ITGB5,ITGAV,IKBKB,PIK3CD
,PDE4C,SETD7,,,,,PLCD1,,ADCY5,,PIK3CA,NOTCH1,TP53,NXT2,NUP88,KAT2B,RXRA,,SLX4,FGFR1,PIK3R2,ABL1,AKT2,FGFR4,KCNMB3,DRD2,IKBKB,PTGS2,PFKL,KRAS,PIK3CD,PLCB4,PLCB1,AGTR2,PLK1,PPP2R1A,UBE2Q1,,USP30,SH3GLB1,DNAJB1,LAMP2,NEDD4L,MPO,ATP6V1B2,CSF3R,RAB8A,PIK3CD,PIK3CB,PIK3R2,,SMAD3,CACNA2D1,GNAQ,ITPR2,SMAD3,NCOR2,BMP5,NTNG1,RAC1,LIPE,MYC,LAMB4,HMMR,L1CAM,MAPK1,CLDN11,ITPR1,SMAD4,PLAT,GP5,ITPR3,PIK3R2,JAK3,ITGAM,MAPK1,PLCG1,RAF1,VAV1,PLA2G4A,MAP2K3,CLDN11,,PLCB2,PRKCA,SLC1A7,PIK3CB,GNAI3,GRIK2,JAK2,HTR4,GNAI3,ARNTL,PPP2CA,PLCB4,PIK3CA,FGFR2,PCK1,ATP1B1,NRAS,,PLK1,ITPR2,LEF1,STAT3,PLCB2,ATP1B1,MAPK10,KCNJ2,PFKL,TSHR,ATP1B1,GNG7,NCEH1,MEF2C,CACNA1F,IRS2,NFATC1,GNAS,JUNB,MAP3K5,,,PRKCB,NOS1,ATP1B1,ATP1A3,TAS1R2,COL16A1,ABCB4,,BACE2,KCND3,C9orf72,CDK5R1,CACNA1D,GNG7,CACNA1B,PIK3R2,LPAR4,HK1,FLNB,LIMK1,TLR9,,LAMB3,LAMC1,LBP,PIK3CA,OAS3,GNAO1,DLG1,IL1R1,KRAS,ZNF548,OAS2,LIMK1,CSF2RA,MAX,ANK2,HNRNPK,MTOR,MAPK1,PTPN11,MAPK10,CCND1,MAPK1,NFKB1,,FZD6,RAF1,,BAK1,RELA,LAMA5,PRKCB,LRP5,NRAS,SMAD3,PIK3CB,PIK3R2,PIK3R2,ATP2A1,ITGB8,ITGB1,IRAK1,PIK3R1
,PDE4D,SETDB2,,,,,PLCG1,,ADCY6,,PIK3CB,NOTCH2,CASP8,NXF3,NUP98,CCNT1,RXRG,,,FGFR2,PLCG1,RALGAPA1,FGF5,FLT1,GNA12,DRD5,ITK,RELA,PFKM,SMAD3,PIK3R1,PLD1,PIK3R5,S1PR1,ATR,PPP2R1B,KLHL9,,TAX1BP1,PDPK1,STT3A,ARSB,PSD3,MSR1,PIK3CA,PIK3R6,PCK1,PIK3R1,PIK3CD,PRKAA1,,MYBL2,CACNB1,GNAS,ITPR3,SMAD4,,BMP7,ABLIM3,RAF1,SMAD2,SERPINE1,ITGA11,HSPG2,MAG,PARD3,AMOTL2,ITPR2,SMAD5,PLG,PLA2G4D,JAK1,PLCG2,LEPR,ITGB3,MAPK9,PPP3CA,RELA,VAV2,PLCG1,PTGS2,PIK3CA,,PLCB3,PRKCB,SLC6A1,PIK3CD,GNAO1,GRIK3,KCNJ2,HTR5A,GNAO1,MAOA,PPP2R1A,PRKACB,PIK3CB,FGFR4,PDE3B,PLCB2,PLA2G4A,,PRKACB,ITPR3,PLCB2,STAT5B,PLCB3,NOTCH1,PTPN11,KCNJ3,PFKM,IRS4,ATP2B1,RXFP4,CREB3L2,MEF2D,CACNA1S,SOCS2,NFKB1,APC,KRAS,NFKB1,,,PRKCG,ATP2B1,ATP4A,ATP1A4,PIK3R3,COL17A1,UGT1A10,,NOX1,MAP3K5,ATG14,,CALM1,GRK4,,SHC3,HCLS1,HK2,FLNC,MEFV,PPP2CA,,LAMC1,LAMC2,CIITA,PIK3CB,TLR7,GNAQ,DLG2,IL2RG,MYC,ZNF560,OAS3,LIMK2,CSF2RB,MEF2C,ANK3,APC,EPHX4,MAPK9,RAC1,BAK1,TCF7,CAMK1D,NRAS,,FZD7,RB1,,PTPN11,RPS6KB1,LAMB1,PRKCG,MYC,LEF1,SMAD4,PIK3CD,PLA2G4A,PLCG1,ATP2A2,JUP,ITGB3,ITPR1,PIK3R2
,PDE6A,DOT1L,,,,,PLCG2,,GALNT5,,PIK3CD,NOTCH3,PIK3R3,REXO1,IPO11,CCNT2,SCD,,,FGFR4,SHC3,GAB1,FGFR1,PLCB1,GNAI3,EDNRA,JAK2,BCL2L1,PFKP,SMAD4,PIK3R2,PLD2,MTOR,LPAR1,PRKDC,PPP2R5A,BIRC6,,USP8,PIK3C3,LMAN1,MAN2B1,ACAP2,NCF2,PIK3CB,CREB3L4,PRKAG2,PIK3R2,PIK3R1,PRKAA2,,MYC,CACNB2,MYH6,KCNMA1,CCDC88C,,BMPR1A,ARHGEF12,VEGFA,SMAD3,LEF1,FLNA,TNC,NCAM1,PTPN6,PRKAG2,ITPR3,MEIS1,PROS1,ARHGAP35,RHOA,PPP3CA,LIFR,KIT,MAPK10,PPP3CB,SYK,PIK3R3,PLCG2,RELA,PIK3CB,,PLCB4,PRKCG,SLC6A2,PIK3R1,GNAQ,GRIK4,KCNJ3,HTR7,GNG7,MAOB,PPP2R1B,SCN2A,PIK3CD,ITGA11,PRKAG2,PLCB3,PLCB2,,MAPK1,KCNJ3,PLCB3,PIK3R3,PLCB4,NOTCH2,RELA,KCNJ4,PFKP,PIK3R3,ATP2B2,KRAS,SP1,MMP13,PIK3R3,CACNA1G,NOS3,ITPR1,SHC4,NOX4,,,BDKRB2,ATP2B2,PLCB2,ATP1B1,,COL19A1,UGT1A8,,SLC39A1,NFYA,ATF6,,CAMK4,GRK5,,PTK2,NCKAP1L,HK3,EXOC7,NFATC1,PPP2R1A,,LAMC2,NFKB1,NFKB1,PIK3CD,PIK3CA,GNAS,DLG3,ITGAL,NFATC1,ZNF563,POLK,ATM,CSF3R,MEIS1,DROSHA,TNC,RPS6KA6,MAPK10,RAF1,RAC1,TCF7L2,BAK1,LEF1,,PTCH2,CCND1,,RAF1,STAT3,LAMB2,MAPK1,NFKB2,POLK,MET,PIK3R1,PLCG1,TLR9,ATP2A3,LAMA2,ITGB4,JAK2,PLAT
,PDE6C,PLOD3,,,,,PI4K2A,,CA5B,,PIK3R1,NRAS,,PWP2,PNN,HGS,SCP2,,,MRAS,PLCG2,RASGRP3,FGFR2,FLT4,GNAQ,EP300,JAK3,EDA2R,PIK3CA,FOXO4,PI4KA,S1PR5,FYN,S1PR3,RAD21,PPP2R5C,UBE2O,,EIF2AK3,PIK3CA,MAN1A1,MANBA,PSD4,NOS1,PIK3CD,LPAR1,RAB14,MAPK1,PIK3R2,PRKAB2,,NBN,CACNB3,MYH7,RHOA,MYC,,BMPR2,SRGAP2,PIK3R3,SMAD4,PPP1CB,FLNB,FREM2,NCAM2,PTPRB,RAPGEF6,KRAS,MYC,MASP1,GUCY1A2,GBP7,PPP3CB,MCL1,KITLG,RELA,PPP3CC,BTK,PLA2G4C,PLD1,CXCL5,PIK3CD,,PRKACB,MAPK1,SLC6A4,PIK3R2,GNG7,GRIK5,KCNJ4,APP,PLCL1,PLCB2,PRKCA,SCN3A,PIK3R1,MRAS,PDPK1,PLCB4,PLCB3,,MAPK9,KRAS,PLCB4,TNFSF11,DUOX1,NOTCH3,RXRA,KCNJ12,PHKA1,,ATP2B3,SHC4,CACNA1D,MMP14,CACNA1I,,NRAS,ITPR2,MAP3K1,ACOX1,,,SLC8A1,ATP2B3,PLCB3,ATP2A1,,COL6A6,PRKACB,,GNAQ,ATP2A1,ATG2A,,CAMK2A,KCNJ3,,PXN,IKBKB,IKBKB,VPS39,NFATC2,PPP2R1B,,LDLR,NOS2,NFYA,PIK3R1,PIK3CB,GNG7,JAG1,ITGB2,NFATC2,ZNF420,PIK3CA,NFATC1,CTBP1,MEN1,HCLS1,IKBKB,GNAI3,BAK1,SLC2A1,RAF1,TP53,RAF1,PDGFB,,,TP53,,RB1,STAT5B,LAMB3,BAK1,NOTCH1,PIK3CA,MLH1,PIK3R2,PLD1,PPP3CA,PRKAG2,LMNA,ITGB5,KRAS,PRKAA1
,PDE7A,SETD1A,,,,,MTMR8,,CYP4F8,,PIK3R2,PIK3CA,,NOL6,IPO9,CD4,PLIN4,,,TAB2,PRKCA,ABL2,FGFR4,GNAL,GUCY1A2,AKT2,KRAS,CXCL12,PIK3CB,ATM,PI4KB,PPP2CA,GAB1,EDNRA,RB1,PPP2R5D,ANAPC1,,MFN2,PIK3CB,MAP3K5,ASAH1,SNX32,ATP6V0A4,PIK3R1,EFNA1,PDPK1,MAPK9,PRKAA1,PRKACB,,ATM,CACNB4,ATP1A1,MYH9,NFATC1,,SP1,PLXNB2,PLA2G4C,MEF2C,PPP2CA,FLNC,ITGA6,NEO1,PTPRF,RAB8B,NRAS,ZFHX3,BDKRB2,MYLK4,MEFV,PPP3CC,MYC,MME,STAT1,PRKCQ,VAV1,,PLD2,NOD2,PIK3R1,,PRKCA,RAF1,SLC6A7,PLCG1,GRIA1,GRIN2A,KCNJ12,ARAF,SLC38A2,PLCB3,PRKCB,SCN9A,PIK3R2,FN1,PHKA1,TRPM4,PLCB4,,MAPK10,KRT14,PRKACB,SOCS2,PRKACB,ATP2A1,RXRG,KRAS,PHKA2,,NR4A2,SMAD2,CACNA1F,MMP15,CACNA1H,,NOX4,ITPR3,NRAS,LEF1,,,SLC8A3,ATP2B4,PLCB4,ATP2A2,,CPB1,NCEH1,,CSNK2A3,ATP2A2,PLCB1,,CAMK2B,OPRM1,,RAC1,IL1R1,IL1R1,SNX33,NFATC3,PPP2R2A,,CIITA,PIK3CA,NFYC,PIK3R2,PIK3CD,TBK1,DVL2,JAK1,NFATC3,ZNF582,PIK3CB,NFATC2,CTBP2,MET,HGF,IRS1,GNAS,RAC1,TFE3,RALA,AXIN1,RB1,PDGFRA,,,PDGFD,,CCND1,TCF7,LAMC1,RAF1,NOTCH2,PIK3CB,MYC,PKM,PLD2,PPP3CB,PRKAA1,ATP2A1,ITGB8,RHOA,PRKAA2
,PDE9A,KMT2B,,,,,PIP5K1A,,ADCY7,,PLCG1,PIK3CB,,TCOF1,NDC1,VPS4B,ACSBG2,,,FLNA,PRKCB,GNG7,MRAS,GNAQ,MYLK4,ATP1B4,RHOA,SYK,PIK3CD,NRAS,PLCB2,PPP2R1A,DNM3,EDNRB,RBL1,PPP2R5E,SMURF2,,,PIK3CD,EIF2AK4,NPC1,DNM3,ATP6V1H,PIK3R2,EFNA3,PFKFB1,MAPK10,PRKAA2,PRKAG1,,NFATC1,CASQ2,ATP1A2,MYH10,NFATC2,,TFDP1,ABL1,SH2D2A,MEF2D,PPP2R1A,FLT1,ITGA1,NRCAM,PTPRJ,CLDN22,PDGFB,NRAS,TFPI,ITGA2,NFKB1,MAPK1,IL21R,TFRC,STAT4,MAPK1,VAV2,,PRKCA,MAP2K4,PIK3R2,,PRKCB,RPS6KA2,SLC6A9,SHC3,GRIA2,GRIN2B,KCNQ3,ITPR1,PRKACB,PLCB4,PRKCG,SCNN1G,PLA2G4A,ARHGEF12,PHKA2,PRKACB,PLD1,,RAF1,KRT15,PRKCA,CCND2,PRKCA,ATP2A2,SLC2A1,RHOA,PHKB,,ATP2B4,MMP2,CACNA1S,MMP16,CACNA1G,,SERPINE1,KCNA4,GHRL,PRKAG2,,,CLTCL1,PLCB2,KCNK10,ATP2A3,,COL22A1,SLC4A5,,GRIN2A,ATP2A3,TARDBP,,CAMK2D,PDE11A,,ELMO2,IRAK1,ILK,TAB3,NFKB1,PPP2R2B,,NFKB1,PIK3CB,NOS2,CLDN22,PIK3R1,PDIA3,DVL3,JAK3,NFKB1,ZNF583,PIK3CD,NFATC3,CTNNA1,MITF,HIF1A,ITGA5,XIAP,RAF1,TGFB2,RALB,AXIN2,CCND1,PDGFRB,,,PIK3R3,,RELA,TCF7L2,LAMC2,RARB,NOTCH3,PIK3CD,NRAS,MAPK1,PRKCA,PPP3CC,PRKAA2,ATP2A2,LAMA2,LBP,PRKCZ
,PDE6B,,,,,,PIP5K1B,,MGAT4A,,SHC3,PIK3CD,,NXF2B,NUP133,FEZ1,ACOX3,,,MAPK8IP3,PRKCG,KSR2,SIPA1L3,GNAS,INSR,FSHR,SHC4,MAP3K7,PIK3R1,PCK1,PLCB3,PPP2R1B,GNA12,GABRR3,RBL2,PPP3CA,SIAH1,,,PIK3R1,NFE2L2,SLC11A2,RAB11FIP5,ATP6V1A,MIOS,EFNA4,PFKFB2,BAK1,PRKAB2,RPTOR,,NFATC2,SLC9A7,ATP1A3,MYLK,NFATC3,,TGFB2,FYN,,MYLK,PPP2R1B,FLT4,ITGA2,CLDN11,PTPRM,EPB41L4B,PDGFRA,PAX6,C1S,ITGA2B,OAS2,MAPK9,PDGFB,THPO,STAT5B,MAPK9,CARD11,,PRKCB,CREB3L2,PLCG1,,ADCY10,RPS6KA3,SLC6A11,PLCG2,GRIA3,GRIN2D,KRAS,ITPR2,PRKCA,PPP1CB,PRKG1,CACNA1A,PLCB2,CYFIP2,PHKB,PRKCA,PLD2,,RPS6KA2,KRT16,PRKCB,SOCS6,PRKCB,ATP2A3,STAT3,MEF2C,PKM,,KCNK9,MMP9,CACNA1I,NACA,,,PLCE1,KCNK2,PIK3CA,PPARA,,,,PLCB3,PRKACB,ATP2B1,,DPP4,RXRA,,GRIN2B,OPA1,MTOR,,CAMK2G,PDE1A,,SHC1,ITGB1,ITGA5,FBXO22,PIK3CA,PPP2R2C,,NOS2,PIK3CD,ATP6V0A4,PPARA,PIK3R2,IKBKB,E2F1,KRAS,NRAS,TICAM1,PIK3R1,NFKB1,CTNNA2,KMT2A,HSPG2,ITGB3,HSP90AB1,RALA,TGFB3,RALGDS,PIK3R3,SHC1,PDPK1,,,,,BCL2L1,ZBTB16,MAX,RB1,NRAS,PIK3R1,LEF1,RAF1,PRKCB,PRKCQ,PRKAB2,ATP2A3,LMNA,LDLR,MAPK9
